Tree_ID,Date_Modif,Species_ID,Name_Botan,Name_Commo,Height_Gro,Height_Min,Height_Max,DBH_Group,DBH_Min,DBH_Max,District,Address,Street,On_Address,On_Street,Tree_Numbe,Location_D,Census_Tra,california,long_NAD83,lat_nad83
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363297.6153,3766687.528
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363358.0422,3766803.307
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361283.1026,3765920.865
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361337.4667,3765932.373
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361334.689,3765917.294
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361379.4445,3765994.606
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361373.3494,3765990.786
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361362.4594,3765979.896
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361347.5873,3765985.747
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361372.9821,3766009.157
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361364.8593,3765978.286
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361348.8876,3765950.07
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361324.9945,3765951.127
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361331.3335,3765960.635
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361327.5139,3765965.105
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361248.1825,3766045.268
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361305.6577,3766028.022
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361310.3561,3766030.054
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361284.1978,3766025.488
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361872.6641,3766148.9
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361882.2993,3766057.768
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361948.9648,3766066.696
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361940.8301,3766074.434
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362005.9084,3766184.353
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361941.2269,3766166.496
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361899.6444,3766162.344
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361904.7643,3766170.714
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361950.5185,3766203.953
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361890.2833,3766118.687
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361967.2185,3766189.115
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362531.4455,3765349.061
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362537.6459,3765403.314
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362586.6282,3765393.703
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362598.4087,3765416.955
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362599.0287,3765381.303
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362481.1207,3765316.42
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362510.0935,3765287.063
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362599.2242,3765307.78
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362611.0335,3765317.938
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362589.8275,3765348.287
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362608.7478,3765369.366
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362620.7794,3765416.111
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362549.3811,3765286.715
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362602.861,3765382.979
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362604.0495,3765421.302
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361749.5633,3765240.916
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361790.8324,3765257.185
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361720.1987,3765258.773
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361772.7772,3765175.242
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361821.8399,3765143.338
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361808.136,3765153.151
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361814.4749,3765158.84
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361817.4819,3765161.928
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361827.8842,3765171.193
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361831.2162,3765174.85
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361845.9903,3765272.86
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361855.9258,3765264.627
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361855.7593,3765241.75
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363004.9002,3764724.059
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362977.3212,3764714.337
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362984.0672,3764702.829
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362987.837,3764706.797
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363068.9865,3764743.106
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363071.4914,3764734.612
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363053.2005,3764731.822
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363049.1455,3764776.439
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362986.9005,3764746.392
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362959.6629,3764728.622
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363023.1539,3764676.838
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362971.7658,3764691.123
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362993.0312,3764738.519
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362998.2323,3764736.894
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362990.3493,3764765.825
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363078.1825,3764743.476
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365341.5103,3764862.718
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365373.7788,3764879.837
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365378.6266,3764888.169
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365272.7786,3764894.277
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365276.0278,3764974.025
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365258.2847,3764973.055
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365246.262,3764965.202
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365388.3081,3764898.309
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365385.2675,3764900.977
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365283.6673,3764849.301
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365382.2929,3764975.091
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365388.4981,3764965.396
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365334.7971,3764954.875
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364525.7016,3765263.872
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364496.4824,3765276.078
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364502.0191,3765153.686
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364522.6709,3765157.759
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364511.4239,3765173.369
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364522.38,3765180.156
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364600.754,3765182.828
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364617.0871,3765166.258
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364555.3053,3765196.084
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364563.5902,3765201.292
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364563.3535,3765214.548
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364550.3344,3765267.098
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364559.8029,3765258.103
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364586.788,3765221.649
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364571.8752,3765212.18
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364520.1306,3765134.047
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364618.5073,3765135.486
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364470.7368,3765189.646
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364554.1809,3765239.461
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362363.9901,3766405.566
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362371.1882,3766412.268
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362381.8613,3766421.7
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362385.8326,3766426.168
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362390.3004,3766429.891
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362398.4914,3766437.585
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362404.9449,3766443.046
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362410.1572,3766447.017
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362415.1214,3766452.726
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362418.1,3766455.953
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362429.5177,3766466.129
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362433.9855,3766471.094
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362437.9568,3766475.313
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362442.921,3766479.533
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362447.3888,3766487.724
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362444.9067,3766491.695
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362441.9281,3766423.437
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362448.878,3766426.168
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362453.3458,3766379.256
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362427.2937,3766402.022
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362400.765,3766385.024
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362410.7728,3766393.285
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362418.7155,3766402.657
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362341.8998,3766507.018
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362330.3098,3766499.393
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362325.1248,3766489.836
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362640.8005,3764975.304
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362673.3593,3764909.424
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362712.2787,3764897.351
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362747.0679,3764862.403
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365037.2147,3765097.994
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365030.7612,3765107.426
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365021.3292,3765121.574
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364948.2157,3765069.14
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365066.8913,3765035.011
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365043.2338,3765065.649
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364989.3101,3764992.505
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364984.8423,3764986.3
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365002.217,3764995.235
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364997.9975,3764987.789
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365073.4844,3765066.813
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365007.9259,3765065.23
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364185.7449,3766606.104
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364207.1829,3766614.277
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364212.2663,3766620.072
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364210.9446,3766611.227
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364169.0578,3766574.017
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364172.1078,3766577.372
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364176.8862,3766575.745
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364191.8106,3766568.64
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364230.2832,3766563.924
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364238.7224,3766571.37
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364245.9204,3766579.81
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364214.1495,3766535.876
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364226.8082,3766552.258
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364232.7653,3766556.478
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364239.2187,3766562.187
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364243.9347,3766567.647
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364258.8273,3766583.285
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364269.0039,3766591.227
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364292.8322,3766613.566
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364285.8823,3766608.106
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364279.4288,3766601.9
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364274.961,3766597.184
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364166.6178,3766557.547
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364262.7987,3766625.728
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364258.5791,3766632.927
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364251.1328,3766638.387
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364286.2099,3766635.22
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364296.2177,3766643.322
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364235.3765,3766662.067
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364246.0197,3766664.926
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,364209.6817,3766587.752
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361683.0873,3767636.953
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361695.4979,3767635.014
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361595.8259,3767681.165
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361622.5861,3767707.15
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361628.0157,3767712.967
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361587.6816,3767638.504
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361639.6506,3767634.626
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361641.2019,3767617.561
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361578.1565,3767662.751
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361644.4286,3767686.083
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361656.8392,3767697.501
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361667.0158,3767705.195
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361657.0874,3767730.264
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361664.7818,3767738.455
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361641.9465,3767730.016
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361590.3188,3767729.768
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361596.0276,3767725.3
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361677.0592,3767739.994
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361690.0497,3767725.598
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361698.3101,3767721.15
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361700.8518,3767714.955
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361689.9424,3767740.319
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361699.6374,3767737.066
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361698.3482,3767702.52
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361688.3619,3767713.882
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361691.3404,3767703.954
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361639.4644,3767707.429
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361634.7484,3767698.245
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361553.6274,3767712.21
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361557.5314,3767707.265
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361570.9583,3767619.811
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362231.0377,3766745.077
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362240.922,3766725.873
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362277.9174,3766780.096
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362204.903,3766686.36
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362213.4629,3766692.375
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362214.8509,3766695.961
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362224.6833,3766703.595
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362254.76,3766762.021
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362227.7052,3766789.042
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362225.5364,3766793.561
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362212.7038,3766810.008
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362219.2104,3766802.056
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362251.213,3766673.955
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362179.4361,3766672.329
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362221.4182,3766673.345
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362227.7724,3766679.064
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362229.8374,3766681.923
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362236.9859,3766687.325
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362235.3974,3766691.296
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362229.8375,3766685.418
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362252.5346,3766708.725
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362262.0913,3766715.537
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362265.4463,3766721.535
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362270.3263,3766724.077
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362273.9863,3766727.432
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362277.0364,3766731.905
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362293.913,3766722.857
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362241.5927,3766719.89
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362247.9468,3766725.291
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362265.6496,3766742.276
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362303.675,3766711.858
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362298.4626,3766719.552
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362313.6035,3766703.418
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363216.1539,3763803.112
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363214.92,3763812.777
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363214.5087,3763790.156
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363209.779,3763784.192
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363203.8153,3763778.64
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363208.545,3763820.386
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363226.2304,3763785.838
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363156.106,3763776.584
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363114.1805,3763769.72
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363133.4595,3763790.606
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363092.7679,3763883.312
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363193.7717,3763751.503
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363228.2539,3763751.03
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363233.8392,3763884.341
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363229.1094,3763881.05
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363215.9483,3763887.22
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363208.1338,3763894.006
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,363119.4268,3763867.522
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365711.3915,3765674.17
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365723.9229,3765689.272
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365732.5985,3765690.557
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365741.2741,3765622.117
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365750.5922,3765623.723
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365759.9105,3765616.333
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365772.1206,3765618.261
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365844.7383,3765688.629
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365847.6302,3765676.741
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365806.5016,3765738.112
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365820.6395,3765718.833
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365827.0659,3765718.833
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365712.0306,3765726.206
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365728.482,3765672.508
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365726.6394,3765663.953
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365733.6149,3765668.033
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365749.2766,3765668.165
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365791.2197,3765605.164
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365784.4335,3765606.398
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365848.1829,3765650.817
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365821.9263,3765631.05
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365816.3987,3765638.815
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365792.4453,3765595.12
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365771.8892,3765728.961
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365811.5784,3765731.84
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365830.4976,3765703.873
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365827.4129,3765710.042
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,365717.3937,3765714.772
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361964.162,3765224.874
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361952.3008,3765232.499
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361889.8885,3765154.272
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361884.8052,3765158.791
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361989.8611,3765234.476
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361995.7916,3765240.124
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,362001.4398,3765246.337
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361910.1429,3765256.899
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361904.3592,3765280.395
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361894.057,3765258.706
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361905.6244,3765245.874
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361944.5199,3765282.188
0,,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,361948.1058,3765259.516
